Sample,Assay,Day_Post_Stim,Media,Treatment,Fold_Change
836,AR,8,CM,NC10,2.117647059
837,AR,8,CM,NC10,1.024166264
838,AR,8,CM,NC10,0.989850169
839,AR,8,CM,NC10,1.227646206
840,AR,8,CM,NC10,1.126147898
841,AR,8,CM,NC100,2.636834668
842,AR,8,CM,NC100,2.677343382
843,AR,8,CM,NC100,2.554875177
844,AR,8,CM,NC100,2.456900612
845,AR,8,CM,NC100,1.176470588
846,AR,8,CM,NC100,1.484162896
847,AR,8,CM,NC100,1.538461538
848,AR,8,CM,NC100,1.592760181
849,AR,8,CM,NC100,2.033832769
850,AR,8,CM,NC100,1.023682939
851,AR,8,CM,NC100,0.945384244
852,AR,8,CM,NC100,0.985983567
853,AR,8,CM,NC200,1.230769231
854,AR,8,CM,NC200,3.158371041
855,AR,8,CM,NC200,2
856,AR,8,CM,NC200,1.674208145
857,AR,8,CM,NC200,1.460125665
858,AR,8,CM,NC200,1.563557274
859,AR,8,CM,NC200,1.666022233
860,AR,8,CM,NC200,1.761720638
861,AR,8,CM,NC200,1.293378444
862,AR,8,CM,NC200,2.332527791
863,AR,8,CM,NC200,1.600289995
864,AR,8,CM,NC200,2.943934268
865,AR,8,CM,P30,1.308525671
866,AR,8,CM,P30,1.197362223
867,AR,8,CM,P30,1.182289213
868,AR,8,CM,P30,1.09373528
869,AR,8,CM,P30,0.904977376
870,AR,8,CM,P30,0.914027149
871,AR,8,CM,P30,1.285067873
872,AR,8,CM,P30,1.06959884
873,AR,8,CM,P30,1.206863219
874,AR,8,CM,P30,1.312711455
875,AR,8,CM,P30,1.349927501
876,AR,8,CM,P100,1.16627414
877,AR,8,CM,P100,1.265190768
878,AR,8,CM,P100,1.198304286
879,AR,8,CM,P100,1.09656147
880,AR,8,CM,P100,1.020782987
881,AR,8,CM,P100,1.06138231
882,AR,8,CM,P100,1.274045433
883,AR,8,CM,P100,1.094731754
884,AR,8,CM,P100,1.085065249
885,AR,8,CM,P100,1.188013533
886,AR,8,CM,P100,1.079265346
887,AR,8,CM,P100,0.994683422
888,AR,8,CM,NC10P30,1.248233632
889,AR,8,CM,NC10P30,1.417804993
890,AR,8,CM,NC10P30,1.269901083
891,AR,8,CM,NC10P30,1.345266133
892,AR,8,CM,NC10P30,1.39101015
893,AR,8,CM,NC10P30,1.814403093
894,AR,8,CM,NC10P30,1.575640406
895,AR,8,CM,NC10P30,0.927501208
896,AR,8,CM,NC10P30,1.833736104
897,AR,8,CM,NC10P30,1.206863219
898,AR,8,CM,NC10P30,0.941034316
899,AR,8,CM,NC10P30,1.212663122
900,AR,8,CM,NC10P100,1.574187471
901,AR,8,CM,NC10P100,1.323598681
902,AR,8,CM,NC10P100,1.264248705
903,AR,8,CM,NC10P100,1.28403203
904,AR,8,CM,NC10P100,1.0439826
905,AR,8,CM,NC10P100,0.967133881
906,AR,8,CM,NC10P100,1.083615273
907,AR,8,CM,NC10P100,0.907684872
908,AR,8,CM,NC10P100,0.919284679
909,AR,8,CM,NC10P100,0.836152731
910,AR,8,CM,NC10P100,0.894151764
911,AR,8,CM,NC10P100,1.584823586
912,AR,8,CM,NC100P30,1.658031088
913,AR,8,CM,NC100P30,2.121526142
914,AR,8,CM,NC100P30,2.1149317
915,AR,8,CM,NC100P30,2.118699953
916,AR,8,CM,NC100P30,2.033349444
917,AR,8,CM,NC100P30,1.624456259
918,AR,8,CM,NC100P30,1.049782504
919,AR,8,CM,NC100P30,2.479942001
920,AR,8,CM,NC100P30,1.442725955
921,AR,8,CM,NC100P30,1.058965684
922,AR,8,CM,NC100P30,1.252295795
923,AR,8,CM,NC100P30,1.055582407
924,AR,8,CM,NC100P100,1.856806406
925,AR,8,CM,NC100P100,2.094206312
926,AR,8,CM,NC100P100,2.107395195
927,AR,8,CM,NC100P100,2.203485634
928,AR,8,CM,NC100P100,1.798453359
929,AR,8,CM,NC100P100,1.431126148
930,AR,8,CM,NC100P100,2.333977767
931,AR,8,CM,NC100P100,1.422426293
932,AR,8,CM,NC100P100,1.597873369
933,AR,8,CM,NC100P100,1.23537941
934,AR,8,CM,NC100P100,0.866602223
935,AR,8,CM,NC100P100,1.124697922
936,AR,8,DM,NC10,1.998427197
937,AR,8,DM,NC10,1.872361019
938,AR,8,DM,NC10,1.941806303
939,AR,8,DM,NC10,1.56167201
940,AR,8,DM,NC10,1.914529915
941,AR,8,DM,NC10,1.720797721
942,AR,8,DM,NC10,2.150047483
943,AR,8,DM,NC10,2.69325736
944,AR,8,DM,NC10,1.829194606
945,AR,8,DM,NC10,1.830078845
946,AR,8,DM,NC10,2.15960504
947,AR,8,DM,NC10,2.19025864
948,AR,8,DM,NC100,2.84023955
949,AR,8,DM,NC100,2.803702135
950,AR,8,DM,NC100,2.674248382
951,AR,8,DM,NC100,2.135865949
952,AR,8,DM,NC100,5.652421652
953,AR,8,DM,NC100,4.995251662
954,AR,8,DM,NC100,5.382716049
955,AR,8,DM,NC100,5.538461538
956,AR,8,DM,NC100,6.186721686
957,AR,8,DM,NC100,5.218480584
958,AR,8,DM,NC100,6.025200796
959,AR,8,DM,NC100,5.7224965
960,AR,8,DM,NC200,7.730294397
961,AR,8,DM,NC200,8.463437797
962,AR,8,DM,NC200,7.99620133
963,AR,8,DM,NC200,8.49382716
964,AR,8,DM,NC200,7.891238671
965,AR,8,DM,NC200,6.066170511
966,AR,8,DM,NC200,6.255102793
967,AR,8,DM,NC200,5.514700464
968,AR,8,DM,NC200,5.522363864
969,AR,8,DM,NC200,5.231154668
970,AR,8,DM,NC200,6.732591556
971,AR,8,DM,NC200,7.939577039
972,AR,8,DM,P30,1.624826084
973,AR,8,DM,P30,1.26501724
974,AR,8,DM,P30,1.325267679
975,AR,8,DM,P30,0.835763112
976,AR,8,DM,P30,0.417853751
977,AR,8,DM,P30,0.596391263
978,AR,8,DM,P30,0.547008547
979,AR,8,DM,P30,0.452041785
980,AR,8,DM,P30,0.740697075
981,AR,8,DM,P30,0.803183258
982,AR,8,DM,P30,0.75484489
983,AR,8,DM,P30,0.847100435
984,AR,8,DM,P100,1.252918759
985,AR,8,DM,P100,1.177182264
986,AR,8,DM,P100,1.395680842
987,AR,8,DM,P100,0.918516726
988,AR,8,DM,P100,1.560091371
989,AR,8,DM,P100,1.154225923
990,AR,8,DM,P100,1.094097708
991,AR,8,DM,P100,1.221133299
992,AR,8,DM,P100,1.080834132
993,AR,8,DM,P100,1.146267777
994,AR,8,DM,P100,1.107066539
995,AR,8,DM,P100,1.017758456
996,AR,8,DM,NC10P30,0.993285343
997,AR,8,DM,NC10P30,0.850765229
998,AR,8,DM,NC10P30,0.947553082
999,AR,8,DM,NC10P30,1.246869518
1000,AR,8,DM,NC10P30,3.522805983
1001,AR,8,DM,NC10P30,6.124235502
1002,AR,8,DM,NC10P30,2.343526638
1003,AR,8,DM,NC10P30,2.480288851
1004,AR,8,DM,NC10P30,2.187016432
1005,AR,8,DM,NC10P30,2.784761624
1006,AR,8,DM,NC10P30,2.036106403
1007,AR,8,DM,NC10P30,1.869280083
1008,AR,8,DM,NC10P100,0.898433247
1009,AR,8,DM,NC10P100,0.752767528
1010,AR,8,DM,NC10P100,0.749379953
1011,AR,8,DM,NC10P100,1.303006473
1012,AR,8,DM,NC10P100,5.048412055
1013,AR,8,DM,NC10P100,3.242797141
1014,AR,8,DM,NC10P100,3.352442709
1015,AR,8,DM,NC10P100,4.094613514
1016,AR,8,DM,NC10P100,3.010537175
1017,AR,8,DM,NC10P100,2.434897944
1018,AR,8,DM,NC10P100,2.850490015
1019,AR,8,DM,NC10P100,2.211480363
1020,AR,8,DM,NC100P30,3.352489263
1021,AR,8,DM,NC100P30,3.43959833
1022,AR,8,DM,NC100P30,3.409352126
1023,AR,8,DM,NC100P30,3.21577642
1024,AR,8,DM,NC100P30,3.131677842
1025,AR,8,DM,NC100P30,3.899196817
1026,AR,8,DM,NC100P30,3.995873554
1027,AR,8,DM,NC100P30,3.797214649
1028,AR,8,DM,NC100P30,3.672831774
1029,AR,8,DM,NC100P30,3.90656547
1030,AR,8,DM,NC100P30,3.919829047
1031,AR,8,DM,NC100P30,4.486625893
1032,AR,8,DM,NC100P100,4.030730143
1033,AR,8,DM,NC100P100,4.436997157
1034,AR,8,DM,NC100P100,4.394410501
1035,AR,8,DM,NC100P100,4.114451636
1036,AR,8,DM,NC100P100,3.709675042
1037,AR,8,DM,NC100P100,3.4334979
1038,AR,8,DM,NC100P100,3.182668926
1039,AR,8,DM,NC100P100,4.622503869
1040,AR,8,DM,NC100P100,4.012674084
1041,AR,8,DM,NC100P100,2.878785646
1042,AR,8,DM,NC100P100,3.192985042
1043,AR,8,DM,NC100P100,3.690221796
1044,AR,14,CM,NC10,0.842430683
1045,AR,14,CM,NC10,0.950632789
1046,AR,14,CM,NC10,1.580523621
1047,AR,14,CM,NC10,0.861752488
1048,AR,14,CM,NC10,1.829652997
1049,AR,14,CM,NC10,0.895899054
1050,AR,14,CM,NC10,0.921135647
1051,AR,14,CM,NC10,1.129337539
1052,AR,14,CM,NC10,1.057111312
1053,AR,14,CM,NC10,0.944695373
1054,AR,14,CM,NC10,1.198835692
1055,AR,14,CM,NC10,1.259058517
1056,AR,14,CM,NC100,1.151579558
1057,AR,14,CM,NC100,1.170901362
1058,AR,14,CM,NC100,1.105207226
1059,AR,14,CM,NC100,1.268138801
1060,AR,14,CM,NC100,1.413249211
1061,AR,14,CM,NC100,1.249211356
1062,AR,14,CM,NC100,1.438485804
1063,AR,14,CM,NC100,0.901736425
1064,AR,14,CM,NC100,0.903743852
1065,AR,14,CM,NC100,0.902940881
1066,AR,14,CM,NC100,1.41563786
1067,AR,14,CM,NC200,1.280757098
1068,AR,14,CM,NC200,3.305993691
1069,AR,14,CM,NC200,1.728706625
1070,AR,14,CM,NC200,1.41955836
1071,AR,14,CM,NC200,1.049081602
1072,AR,14,CM,NC200,1.471042859
1073,AR,14,CM,NC200,1.030211784
1074,AR,14,CM,NC200,1.275920907
1075,AR,14,CM,NC200,1.151460403
1076,AR,14,CM,NC200,1.261467429
1077,AR,14,CM,NC200,1.993776975
1078,AR,14,CM,NC200,1.305229349
1079,AR,14,CM,P30,0.946768428
1080,AR,14,CM,P30,0.854023766
1081,AR,14,CM,P30,0.80126183
1082,AR,14,CM,P30,1.047318612
1083,AR,14,CM,P30,1.741324921
1084,AR,14,CM,P30,1.331230284
1085,AR,14,CM,P30,1.070360333
1086,AR,14,CM,P30,1.117735622
1087,AR,14,CM,P30,0.93867309
1088,AR,14,CM,P30,0.980026097
1089,AR,14,CM,P100,0.819244517
1090,AR,14,CM,P100,0.973818955
1091,AR,14,CM,P100,0.942904067
1092,AR,14,CM,P100,0.888803014
1093,AR,14,CM,P100,0.951922112
1094,AR,14,CM,P100,0.868413129
1095,AR,14,CM,P100,1.050286058
1096,AR,14,CM,P100,1.013349393
1097,AR,14,CM,P100,1.224932249
1098,AR,14,CM,P100,1.216501054
1099,AR,14,CM,P100,0.916189903
1100,AR,14,CM,P100,0.998895915
1101,AR,14,CM,NC10P30,0.846295044
1102,AR,14,CM,NC10P30,1.062699256
1103,AR,14,CM,NC10P30,0.908124819
1104,AR,14,CM,NC10P30,0.973818955
1105,AR,14,CM,NC10P30,1.014955335
1106,AR,14,CM,NC10P30,0.898926026
1107,AR,14,CM,NC10P30,0.936264177
1108,AR,14,CM,NC10P30,0.969587474
1109,AR,14,CM,NC10P30,0.822643782
1110,AR,14,CM,NC10P30,0.803372478
1111,AR,14,CM,NC10P30,0.948308742
1112,AR,14,CM,NC10P30,0.952323597
1113,AR,14,CM,NC10P100,0.962225872
1114,AR,14,CM,NC10P100,1.128393392
1115,AR,14,CM,NC10P100,1.027920008
1116,AR,14,CM,NC10P100,0.935175345
1117,AR,14,CM,NC10P100,1.252634749
1118,AR,14,CM,NC10P100,1.161096055
1119,AR,14,CM,NC10P100,1.195623808
1120,AR,14,CM,NC10P100,1.208872829
1121,AR,14,CM,NC10P100,1.053899428
1122,AR,14,CM,NC10P100,1.748067851
1123,AR,14,CM,NC10P100,1.014553849
1124,AR,14,CM,NC10P100,1.071163304
1125,AR,14,CM,NC100P30,1.28683219
1126,AR,14,CM,NC100P30,0.838566322
1127,AR,14,CM,NC100P30,0.811515796
1128,AR,14,CM,NC100P30,1.01897019
1129,AR,14,CM,NC100P30,0.900531968
1130,AR,14,CM,NC100P30,0.98685135
1131,AR,14,CM,NC100P30,0.908160193
1132,AR,14,CM,NC100P30,1.010137509
1133,AR,14,CM,NC100P30,0.891699287
1134,AR,14,CM,NC100P30,0.912978019
1135,AR,14,CM,NC100P30,0.996085516
1136,AR,14,CM,NC100P100,0.985412037
1137,AR,14,CM,NC100P100,1.379576852
1138,AR,14,CM,NC100P100,0.942904067
1139,AR,14,CM,NC100P100,1.03564873
1140,AR,14,CM,NC100P100,0.850346281
1141,AR,14,CM,NC100P100,0.961959249
1142,AR,14,CM,NC100P100,0.927030011
1143,AR,14,CM,NC100P100,1.030613269
1144,AR,14,CM,NC100P100,0.876844324
1145,AR,14,CM,NC100P100,0.788919
1146,AR,14,CM,NC100P100,0.94228646
1147,AR,14,CM,NC100P100,0.91016762
1148,AR,14,DM,NC10,1.812998473
1149,AR,14,DM,NC10,1.889699644
1150,AR,14,DM,NC10,1.46818259
1151,AR,14,DM,NC10,1.9311047
1152,AR,14,DM,NC10,2.67254902
1153,AR,14,DM,NC10,1.217647059
1154,AR,14,DM,NC10,0.784313725
1155,AR,14,DM,NC10,1.782352941
1156,AR,14,DM,NC10,2.291596753
1157,AR,14,DM,NC10,2.405333091
1158,AR,14,DM,NC10,2.286699016
1159,AR,14,DM,NC10,2.07863589
1160,AR,14,DM,NC100,2.0641439
1161,AR,14,DM,NC100,2.003733243
1162,AR,14,DM,NC100,2.126590871
1163,AR,14,DM,NC100,2.088579671
1164,AR,14,DM,NC100,5.125490196
1165,AR,14,DM,NC100,5.056862745
1166,AR,14,DM,NC100,4.582352941
1167,AR,14,DM,NC100,4.903921569
1168,AR,14,DM,NC100,5.404562151
1169,AR,14,DM,NC100,5.222257494
1170,AR,14,DM,NC100,5.152963584
1171,AR,14,DM,NC100,4.923314135
1172,AR,14,DM,NC200,5.784313725
1173,AR,14,DM,NC200,6.054901961
1174,AR,14,DM,NC200,5.694117647
1175,AR,14,DM,NC200,5.566666667
1176,AR,14,DM,NC200,5.986848669
1177,AR,14,DM,NC200,4.508457666
1178,AR,14,DM,NC200,4.879053104
1179,AR,14,DM,NC200,4.725046483
1180,AR,14,DM,NC200,5.426874065
1181,AR,14,DM,NC200,4.881411274
1182,AR,14,DM,NC200,5.213731804
1183,AR,14,DM,NC200,5.453176727
1184,AR,14,DM,P30,1.038520278
1185,AR,14,DM,P30,0.956388936
1186,AR,14,DM,P30,1.097573392
1187,AR,14,DM,P30,1.621584931
1188,AR,14,DM,P30,1.180392157
1189,AR,14,DM,P30,0.5
1190,AR,14,DM,P30,0.898039216
1191,AR,14,DM,P30,0.77254902
1192,AR,14,DM,P30,1.295360755
1193,AR,14,DM,P30,1.155684549
1194,AR,14,DM,P30,1.125935332
1195,AR,14,DM,P30,0.994059226
1196,AR,14,DM,P100,1.095537078
1197,AR,14,DM,P100,0.868827422
1198,AR,14,DM,P100,0.918377736
1199,AR,14,DM,P100,1.33989479
1200,AR,14,DM,P100,1.177815065
1201,AR,14,DM,P100,1.166387012
1202,AR,14,DM,P100,1.174368509
1203,AR,14,DM,P100,1.183438393
1204,AR,14,DM,P100,1.197950206
1205,AR,14,DM,P100,1.230964582
1206,AR,14,DM,P100,1.277765181
1207,AR,14,DM,P100,1.165661421
1208,AR,14,DM,P100,0.972828508
1209,AR,14,DM,NC10P30,1.169523163
1210,AR,14,DM,NC10P30,0.970643136
1211,AR,14,DM,NC10P30,0.942134736
1212,AR,14,DM,NC10P30,1.183098592
1213,AR,14,DM,NC10P30,1.414357626
1214,AR,14,DM,NC10P30,1.899233595
1215,AR,14,DM,NC10P30,2.248786903
1216,AR,14,DM,NC10P30,1.953471498
1217,AR,14,DM,NC10P30,2.027844542
1218,AR,14,DM,NC10P30,1.954741282
1219,AR,14,DM,NC10P30,1.567457258
1220,AR,14,DM,NC10P100,1.091464449
1221,AR,14,DM,NC10P100,0.933989479
1222,AR,14,DM,NC10P100,0.881045308
1223,AR,14,DM,NC10P100,1.077210249
1224,AR,14,DM,NC10P100,1.423790304
1225,AR,14,DM,NC10P100,1.653076958
1226,AR,14,DM,NC10P100,1.45136275
1227,AR,14,DM,NC10P100,1.527186976
1228,AR,14,DM,NC10P100,1.568001451
1229,AR,14,DM,NC10P100,1.294997959
1230,AR,14,DM,NC10P100,1.307151603
1231,AR,14,DM,NC10P100,1.594666909
1232,AR,14,DM,NC100P30,2.297641269
1233,AR,14,DM,NC100P30,2.363482097
1234,AR,14,DM,NC100P30,2.153062956
1235,AR,14,DM,NC100P30,2.058713728
1236,AR,14,DM,NC100P30,2.878781008
1237,AR,14,DM,NC100P30,2.513264705
1238,AR,14,DM,NC100P30,2.879506598
1239,AR,14,DM,NC100P30,2.745090926
1240,AR,14,DM,NC100P30,2.729672124
1241,AR,14,DM,NC100P30,3.137816879
1242,AR,14,DM,NC100P100,2.328864755
1243,AR,14,DM,NC100P100,2.182250127
1244,AR,14,DM,NC100P100,2.19311047
1245,AR,14,DM,NC100P100,2.232479213
1246,AR,14,DM,NC100P100,1.70658927
1247,AR,14,DM,NC100P100,2.371411727
1248,AR,14,DM,NC100P100,2.620652125
1249,AR,14,DM,NC100P100,1.189061721
1250,AR,14,DM,NC100P100,2.402430729
1251,AR,14,DM,NC100P100,2.496576119
